index,Name,published,type,downloads,onlineTime,steamRate,steamComments,24h Peak,All-Time Peak,Watch time,Stream time,Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Followers gained,Views gained,VPR
177,Metro Exodus,2020/2/14,Action,1028000,00:00 (00:00),85%,"28,177","4,284","15,375",915360,122880,1754,51,408,211,28,7.45,164,21362,10.43066406
178,Heroes & Generals,2016/10/18,Strategy,15480000,01:41 (02:33),67%,"124,586","4,273","21,026",0,0,0,0,0,0,0,0.0,0,0,0.0
179,SCP: Secret Laboratory,2017/12/29,Action,6126000,03:52 (04:22),90%,"78,183","4,272","7,679",634620,65700,2241,38,382,146,15,9.66,411,9312,8.504109589
180,They Are Billions,2019/6/18,Strategy,1332000,00:00 (00:00),84%,"26,432","4,161","22,395",2877000,58800,2534,25,158,665,13,48.93,257,27572,28.13469388
182,Shakes and Fidget,2016/2/24,Rpg,1224000,00:00 (00:00),90%,"13,474","4,110","9,495",397740,5340,1827,6,38,92,1,74.48,171,9399,105.60674159999999
183,For Honor,2017/2/13,Action,4287000,01:51 (02:35),62%,"49,514","4,107","225,831",1438980,242760,962,97,1005,333,56,5.93,983,15637,3.864804745
184,STAR WARS Battlefront II,2017/11/16,Adventure,1304000,00:14 (00:04),86%,"6,078","4,029","7,756",1354680,230100,2638,96,1795,313,53,5.89,1271,20409,5.321773142
185,Last Oasis,2020/3/26,Rpg,560000,00:11 (00:03),66%,"17,063","3,973","33,287",3119760,127440,5122,55,242,722,29,24.48,651,43935,20.68502825
186,Pummel Party,2018/9/20,Action,785000,00:46 (00:45),91%,"16,172","3,865","17,021",7548300,197700,21310,123,1227,1747,45,38.18,5510,154963,47.02974203
187,ATLAS,2018/12/22,Rpg,1413000,00:04 (00:01),45%,"31,190","3,857","58,939",1242480,96960,2241,51,219,287,22,12.81,183,12840,7.945544554
188,"Planes, Bullets and Vodka",2016/12/13,Action,189000,00:00 (00:00),85%,844,"3,843","3,843",0,0,0,0,0,0,0,0.0,0,0,0.0
189,Insurgency: Sandstorm,2018/12/12,Action,1482000,07:46 (07:56),84%,"45,458","3,835","14,606",0,0,0,0,0,0,0,0.0,0,0,0.0
190,Northgard,2018/3/7,Strategy,1950000,10:06 (03:22),87%,"23,907","3,823","15,592",0,0,0,0,0,0,0,0.0,0,0,0.0
191,Razortron 2000,2016/10/12,Others,154000,00:00 (00:00),87%,887,"3,801","3,801",0,0,0,0,0,0,0,0.0,0,0,0.0
192,Blender,1994/1/2,Others,2321000,19:36 (37:56),96%,"16,416","3,788","3,918",0,0,0,0,0,0,0,0.0,0,0,0.0
193,Kingdom Come: Deliverance,2018/2/13,Rpg,1975000,15:03 (15:03),79%,"47,426","3,758","96,069",0,0,0,0,0,0,0,0.0,0,0,0.0
194,HITMAN 2,2018/11/13,Others,5778000,00:33 (00:32),90%,"17,872","3,754","361,001",473700,61560,611,29,468,109,14,7.69,237,4762,4.641325536
195,Tomb Raider,2013/3/4,Action,7077000,04:08 (03:28),96%,"103,101","3,740","89,538",512760,90480,976,48,367,118,20,5.67,81,6825,4.5258620689999995
196,Rise of the Tomb Raider,2016/2/9,Action,3230000,00:00 (00:00),93%,"66,242","3,730","44,588",462300,94140,1155,41,357,107,21,4.91,185,21066,13.42638623
198,Overcooked! 2,2018/8/7,Action,1263000,02:31 (01:40),89%,"16,535","3,671","11,213",683820,95940,889,49,669,158,22,7.13,591,10621,6.642276422999999
199,Subnautica,2018/1/23,Adventure,3547000,08:24 (08:10),95%,"130,085","3,643","51,156",2380320,363900,2160,158,1294,551,84,6.54,1458,44193,7.2865622420000005
201,Clicker Heroes,2015/5/13,Rpg,6224000,26:39 (17:46),89%,"52,906","3,520","65,882",0,0,0,0,0,0,0,0.0,0,0,0.0
205,Kenshi,2018/12/6,Rpg,1070000,00:00 (00:00),93%,"31,432","3,442","10,579",820980,43080,734,22,116,190,9,19.06,40,6967,9.703342617999999
206,Pimp Tight,2017/2/18,Action,19538,00:00 (00:3538),70%,10,"3,393","4,808",0,0,0,0,0,0,0,0.0,0,0,0.0
207,Call of Duty: Black Ops III,2015/11/5,Action,2325000,03:23 (03:29),76%,"38,894","3,332","63,681",2364060,590340,6122,251,2293,547,136,4.0,1903,27007,2.7448927739999998
209,Project Zomboid,2013/11/8,Rpg,1331000,00:35 (00:34),89%,"23,341","3,263","5,330",1240920,65340,799,25,225,287,15,18.99,355,12528,11.50413223
211,Secret Of Magia,2015/8/21,Others,227000,00:00 (00:00),46%,614,"3,218","3,218",0,0,0,0,0,0,0,0.0,0,0,0.0
213,FaceRig,2015/7/7,Others,641000,46:39 (15:33),83%,"5,765","3,164","3,348",0,0,0,0,0,0,0,0.0,0,0,0.0
214,My Time At Portia,2019/1/15,Rpg,888000,00:00 (00:00),92%,"20,741","3,149","13,299",782040,43080,859,21,147,181,9,18.15,21,12426,17.30640669
215,Transport Fever 2,2019/12/11,Strategy,312000,00:00 (00:00),84%,"7,808","3,145","24,308",0,0,0,0,0,0,0,0.0,0,0,0.0
216,STAR WARS: Squadrons,2020/10/1,Simulation,508000,08:02 (01:38),72%,"11,763","3,129","36,492",685680,129000,368,69,807,158,29,5.32,422,8832,4.107906977
217,The Sims 3,2011/1/27,Simulation,2254000,65:50 (21:56),84%,"19,872","3,126","10,505",0,0,0,0,0,0,0,0.0,0,0,0.0
220,Frostpunk,2018/4/24,Strategy,2381000,00:00 (00:00),90%,"45,585","3,107","29,361",497340,53340,690,24,202,115,12,9.32,44,6087,6.847019123
221,MapleStory,2012/8/9,Rpg,1228000,00:40 (00:13),68%,"7,212","3,102","4,918",10388340,452460,5172,165,1195,2404,104,22.96,2962,237456,31.48866198
222,Noita,2020/10/15,Rpg,685000,02:01 (00:40),95%,"15,967","3,090","5,239",3806400,128220,2075,59,500,881,29,29.69,416,25794,12.07019186
223,Starbound,2016/7/22,Rpg,4361000,00:46 (00:15),91%,"68,620","3,044","88,709",2285580,27000,3760,16,115,529,6,84.65,250,12776,28.39111111
224,Street Fighter V,2016/2/15,Action,1505000,00:00 (00:00),63%,"15,539","3,034","14,783",12781680,283080,12792,109,1167,2958,65,45.15,3727,153252,32.4824078
225,Scorch,2018/8/15,Action,80000,00:00 (00:00),82%,294,"3,023","4,927",0,0,0,0,0,0,0,0.0,0,0,0.0
226,BATTLETECH,2018/4/24,Strategy,1192000,00:00 (00:00),80%,"13,625","3,019","35,767",0,0,0,0,0,0,0,0.0,0,0,0.0
227,DARK SOULS: REMASTERED,2018/5/23,Others,775000,02:18 (01:31),82%,"23,051","3,007","24,501",0,0,0,0,0,0,0,0.0,0,0,0.0
228,House Flipper,2018/5/17,Simulation,1375000,00:46 (00:30),90%,"28,136","2,997","10,899",1120140,87600,2376,38,458,259,20,12.79,449,17074,11.69452055
229,Green Hell,2019/9/5,Simulation,640000,01:55 (01:53),86%,"18,734","2,976","20,003",939960,111300,3259,59,434,217,25,8.45,124,11115,5.991913747000001
230,NARUTO TO BORUTO: SHINOBI STRIKER,2018/8/31,Action,654000,00:01 (00:00),73%,"7,951","2,970","5,507",926100,182040,523,78,656,214,42,5.09,655,5407,1.782135794
231,ASTRONEER,2019/2/5,Adventure,1928000,02:31 (01:46),89%,"57,174","2,960","17,986",404100,110040,281,46,373,93,25,3.67,230,6738,3.67393675
233,Total War: ATTILA,2015/2/17,Strategy,1826000,00:53 (00:17),78%,"16,248","2,917","26,346",0,0,0,0,0,0,0,0.0,0,0,0.0
234,Baldur's Gate 3,2020/10/6,Rpg,1440000,14:19 (09:49),87%,"21,926","2,912","73,980",415500,66900,480,41,275,96,15,6.21,152,5800,5.201793722
235,Persona 4 Golden,2020/6/13,Rpg,630000,00:10 (00:10),96%,"27,298","2,912","29,984",0,0,0,0,0,0,0,0.0,0,0,0.0
236,DRAGON BALL FighterZ,2018/1/26,Action,814000,05:17 (04:10),88%,"19,684","2,904","44,303",7183620,287160,9578,123,1416,1662,66,25.02,2919,67789,14.16402006
237,METAL GEAR SOLID V: THE PHANTOM PAIN,2015/9/1,Action,1588000,19:39 (20:59),89%,"37,148","2,891","91,195",0,0,0,0,0,0,0,0.0,0,0,0.0
238,Graveyard Keeper,2018/8/15,Rpg,804000,00:00 (00:00),83%,"12,969","2,888","16,993",1317000,58980,1709,34,234,304,13,22.33,162,74688,75.97965412
239,DiRT Rally 2.0,2019/2/25,Sports,845000,01:24 (01:29),80%,"9,095","2,883","3,387",390060,92040,375,47,441,90,21,4.24,231,5452,3.55410691
240,Age of Mythology: Extended Edition,2014/5/8,Strategy,1630000,01:22 (00:54),90%,"16,377","2,852","11,074",0,0,0,0,0,0,0,0.0,0,0,0.0
241,DOOM,2016/5/12,Action,3451000,01:04 (00:53),94%,"82,979","2,843","44,271",810600,121680,1280,46,523,187,28,6.66,446,11304,5.573964497
242,Rock 'N' Roll Defense,2016/8/10,Strategy,285000,00:00 (00:00),85%,"1,138","2,801","2,801",0,0,0,0,0,0,0,0.0,0,0,0.0
243,DRAGON BALL Z: KAKAROT,2020/1/16,Rpg,590000,00:19 (00:06),92%,"12,403","2,801","25,852",587880,240180,331,100,735,136,55,2.45,239,4704,1.175118661
244,SecondSpeed,2019/11/2,Action,98000,00:00 (00:00),50%,16,"2,791","4,957",0,0,0,0,0,0,0,0.0,0,0,0.0
246,U-Boats,2016/1/7,Action,74000,00:00 (00:00),55%,18,"2,777","6,716",0,0,0,0,0,0,0,0.0,0,0,0.0
247,Space Radiance,2016/6/8,Others,36000,00:00 (00:00),75%,12,"2,766","5,185",0,0,0,0,0,0,0,0.0,0,0,0.0
250,Empyrion - Galactic Survival,2020/8/5,Strategy,664000,07:30 (02:30),80%,"19,048","2,718","8,829",0,0,0,0,0,0,0,0.0,0,0,0.0
251,Kings under the hill,2017/2/1,Strategy,18873,00:00 (00:2873),82%,28,"2,716","3,283",0,0,0,0,0,0,0,0.0,0,0,0.0
252,PlanetSide 2,2012/11/20,Action,9254000,02:41 (03:35),82%,"57,463","2,713","29,676",689280,91080,801,51,286,159,21,7.57,216,10030,6.607378129
253,Tom Clancy's Ghost Recon Wildlands,2017/3/6,Adventure,1598000,00:11 (00:03),77%,"38,992","2,709","45,704",0,0,0,0,0,0,0,0.0,0,0,0.0
254,Men of War: Assault Squad 2,2014/5/15,Strategy,1333000,08:21 (11:03),89%,"18,763","2,685","9,750",0,0,0,0,0,0,0,0.0,0,0,0.0
255,Neverwinter,2013/12/5,Rpg,5618000,00:59 (00:39),77%,"29,493","2,679","14,866",417840,96660,204,39,241,96,22,4.32,214,4794,2.9757914339999996
256,Jack's Gang,2017/4/12,Action,177000,00:00 (00:00),,,"2,663","3,230",0,0,0,0,0,0,0,0.0,0,0,0.0
258,Grand Theft Auto IV: The Complete Edition,2020/3/24,Action,4148000,03:35 (03:37),69%,"58,131","2,636","11,696",0,0,0,0,0,0,0,0.0,0,0,0.0
260,RISK: Global Domination,2020/2/19,Strategy,1012000,01:18 (01:01),78%,"8,032","2,598","11,716",0,0,0,0,0,0,0,0.0,0,0,0.0
261,Planet Coaster,2016/11/17,Strategy,1532000,04:08 (01:26),89%,"33,866","2,569","21,971",978960,61920,2708,32,277,226,14,15.81,192,29492,28.57751938
263,JumpBall,2016/10/25,Sports,316000,00:00 (00:00),36%,19,"2,560","3,189",0,0,0,0,0,0,0,0.0,0,0,0.0
264,F1 2019,2019/6/27,Sports,536000,04:50 (01:36),90%,"10,865","2,557","12,736",0,0,0,0,0,0,0,0.0,0,0,0.0
265,CarX Drift Racing Online,2017/11/17,Sports,404000,00:00 (00:00),88%,"8,031","2,531","2,598",448860,109140,667,45,410,103,25,4.11,851,5494,3.020340847
266,Slime Rancher,2017/8/1,Action,1416000,00:00 (00:00),97%,"44,368","2,525","6,452",489060,104940,587,46,530,113,24,4.66,680,6219,3.555746141
267,Kabitis,2016/6/2,Action,84000,00:00 (00:00),23%,13,"2,514","3,559",0,0,0,0,0,0,0,0.0,0,0,0.0
270,Tungulus,2017/7/11,Others,64000,00:00 (00:00),32%,43,"2,507","3,985",0,0,0,0,0,0,0,0.0,0,0,0.0
271,Mr.Mine,2020/9/30,Simulation,207000,00:43 (00:21),88%,"1,570","2,505","5,093",0,0,0,0,0,0,0,0.0,0,0,0.0
273,Onmyoji,2018/4/18,Rpg,257000,00:00 (00:00),78%,"1,674","2,465","3,798",0,0,0,0,0,0,0,0.0,0,0,0.0
275,Catan Universe,2017/4/25,Strategy,832000,00:00 (00:00),47%,"5,214","2,424","7,376",0,0,0,0,0,0,0,0.0,0,0,0.0
276,Black Squad,2019/6/26,Action,11525000,00:18 (00:06),77%,"71,467","2,397","15,939",0,0,0,0,0,0,0,0.0,0,0,0.0
278,Jurassic World Evolution,2018/6/12,Strategy,1447000,11:44 (07:48),82%,"28,433","2,385","60,296",0,0,0,0,0,0,0,0.0,0,0,0.0
281,Trove,2015/7/9,Rpg,11200000,02:23 (03:03),80%,"76,995","2,367","58,949",0,0,0,0,0,0,0,0.0,0,0,0.0
282,CODE VEIN,2019/9/26,Rpg,875000,00:18 (00:12),89%,"16,435","2,366","33,895",534660,143520,326,54,445,123,33,3.73,181,5570,2.328595318
283,Just Cause 3,2015/11/30,Action,2943000,06:23 (02:07),79%,"61,175","2,359","23,459",0,0,0,0,0,0,0,0.0,0,0,0.0
284,People Playground,2019/7/23,Simulation,549000,01:39 (01:34),98%,"14,456","2,355","3,202",0,0,0,0,0,0,0,0.0,0,0,0.0
285,Firestone Idle RPG,2019/9/26,Rpg,401000,00:00 (00:00),81%,"2,668","2,354","2,814",0,0,0,0,0,0,0,0.0,0,0,0.0
286,Realm of the Mad God Exalt,2012/2/20,Rpg,3421000,33:10 (44:10),84%,"36,256","2,343","10,051",0,0,0,0,0,0,0,0.0,0,0,0.0
287,Watch_Dogs 2,2016/11/28,Action,1067000,00:29 (00:10),81%,"41,368","2,335","18,138",0,0,0,0,0,0,0,0.0,0,0,0.0
288,Fishing Planet,2017/8/28,Sports,3309000,00:42 (00:36),81%,"23,175","2,320","6,709",0,0,0,0,0,0,0,0.0,0,0,0.0
290,TWIN BROS,2016/11/29,Others,19000,00:00 (00:00),,,"2,308","4,885",0,0,0,0,0,0,0,0.0,0,0,0.0
292,Night of Terror,2017/4/14,Rpg,16874,00:00 (00:874),52%,17,"2,301","3,349",0,0,0,0,0,0,0,0.0,0,0,0.0
293,Command & Conquer Remastered Collection,2020/6/5,Others,1280000,02:38 (00:52),90%,"14,318","2,282","42,587",0,0,0,0,0,0,0,0.0,0,0,0.0
294,Devil May Cry 5,2019/3/7,Action,6214000,08:55 (17:29),92%,"27,949","2,266","88,894",1160400,124500,1573,52,518,268,28,9.32,279,13214,6.368192771
295,Mirror,2018/4/19,Rpg,1760000,01:29 (00:44),97%,"46,690","2,262","7,565",0,0,0,0,0,0,0,0.0,0,0,0.0
296,Car Mechanic Simulator 2018,2017/7/28,Simulation,1369000,00:00 (00:00),87%,"26,892","2,248","8,474",0,0,0,0,0,0,0,0.0,0,0,0.0
297,The Long Dark,2017/8/1,Strategy,2044000,01:00 (00:20),91%,"61,065","2,243","14,433",857340,99360,488,44,352,198,23,8.63,-100,11329,6.841183575
298,太吾绘卷 The Scroll Of Taiwu,2018/9/21,Rpg,2492000,07:24 (02:28),87%,"25,431","2,237","72,533",0,0,0,0,0,0,0,0.0,0,0,0.0
299,Football Manager 2017,2016/11/3,Sports,2041000,00:00 (00:00),53%,"7,730","2,207","72,824",0,0,0,0,0,0,0,0.0,0,0,0.0
300,Organ Biker,2015/6/1,Action,38000,00:00 (00:00),41%,29,"2,203","4,438",0,0,0,0,0,0,0,0.0,0,0,0.0
301,Muse Dash,2019/6/20,Action,759000,01:58 (00:58),97%,"21,330","2,191","2,853",0,0,0,0,0,0,0,0.0,0,0,0.0
302,Will To Live Online,2018/4/5,Rpg,461000,00:00 (00:00),73%,"6,286","2,186","2,975",0,0,0,0,0,0,0,0.0,0,0,0.0
303,Transformice,2015/1/30,Massive,1824000,00:35 (00:11),85%,"17,492","2,173","5,636",0,0,0,0,0,0,0,0.0,0,0,0.0
304,NBA 2K19,2018/9/10,Sports,854000,10:28 (06:58),40%,"15,055","2,172","29,202",0,0,0,0,0,0,0,0.0,0,0,0.0
306,ROMANCE OF THE THREE KINGDOMS XIV,2020/1/15,Simulation,153000,00:00 (00:00),58%,"6,903","2,135","16,482",0,0,0,0,0,0,0,0.0,0,0,0.0
307,Company of Heroes,2006/9/11,Strategy,2272000,00:29 (00:09),93%,"4,768","2,102","5,906",0,0,0,0,0,0,0,0.0,0,0,0.0
308,HotLead,2015/11/6,Action,76000,00:00 (00:00),10%,20,"2,088","3,197",0,0,0,0,0,0,0,0.0,0,0,0.0
309,Aseprite,2016/2/22,Others,217000,00:00 (00:00),99%,"3,800","2,078","2,111",0,0,0,0,0,0,0,0.0,0,0,0.0
310,KovaaK 2.0,2018/4/3,Action,553000,00:44 (00:39),90%,"11,697","2,062","2,846",0,0,0,0,0,0,0,0.0,0,0,0.0
311,Heroes of Might & Magic III - HD Edition,2015/1/29,Rpg,1038000,04:05 (01:21),74%,"8,826","2,056","4,656",0,0,0,0,0,0,0,0.0,0,0,0.0
312,Rising Storm 2: Vietnam,2017/5/30,Strategy,1121000,13:49 (21:02),85%,"27,429","2,054","24,518",0,0,0,0,0,0,0,0.0,0,0,0.0
314,Battlefield 4,2013/10/29,Action,1546000,08:58 (07:35),80%,"4,553","2,032","5,881",1505160,218940,7611,87,787,348,50,6.87,509,28168,7.719375171
315,Dead Cells,2018/8/6,Action,1923000,01:48 (01:48),96%,"51,527","2,027","10,435",0,0,0,0,0,0,0,0.0,0,0,0.0
316,MudRunner,2017/10/30,Simulation,657000,01:35 (00:31),88%,"14,481","2,026","8,667",1622100,401280,2264,224,2069,375,92,4.04,997,30659,4.584180622
317,Microsoft Flight Simulator X: Steam Edition,2006/10/16,Simulation,2064000,00:00 (00:00),84%,"16,435","2,015","6,051",0,0,0,0,0,0,0,0.0,0,0,0.0
318,Beat Saber,2019/5/21,Others,2286000,02:56 (03:57),95%,"38,075","2,011","4,472",2143140,267960,1844,108,1723,496,62,8.0,3741,40367,9.038737125
319,Mafia: Definitive Edition,2020/9/24,Action,1140000,05:37 (06:56),86%,"12,930","2,009","36,679",0,0,0,0,0,0,0,0.0,0,0,0.0
320,Castle Crashers,2012/9/26,Rpg,5514000,00:59 (00:26),96%,"50,597","2,009","16,013",0,0,0,0,0,0,0,0.0,0,0,0.0
321,Grand Theft Auto: San Andreas,2011/1/6,Action,4821000,00:51 (00:50),90%,"42,254","2,006","2,745",3265620,196560,3610,88,909,755,45,16.61,2144,56919,17.37454212
322,Stronghold Crusader HD,2013/10/21,Strategy,2038000,08:25 (02:48),97%,"6,812","2,003","2,591",0,0,0,0,0,0,0,0.0,0,0,0.0
323,March of Empires,2017/12/11,Rpg,141000,00:00 (00:00),62%,764,"2,001","2,038",0,0,0,0,0,0,0,0.0,0,0,0.0
324,X-Plane 11,2017/3/30,Simulation,581000,02:13 (02:09),90%,"8,573","1,987","4,210",0,0,0,0,0,0,0,0.0,0,0,0.0
325,Black Mesa,2020/3/6,Action,1694000,00:00 (00:00),95%,"41,624","1,985","7,158",0,0,0,0,0,0,0,0.0,0,0,0.0
326,EVGA Precision X1,2018/9/20,Others,773000,00:00 (00:00),77%,"3,295","1,979","4,248",0,0,0,0,0,0,0,0.0,0,0,0.0
327,New kind of adventure,2015/6/4,Rpg,538000,00:00 (00:00),41%,840,"1,966","3,215",0,0,0,0,0,0,0,0.0,0,0,0.0
329,Farm Together,2018/10/11,Simulation,540000,00:00 (00:00),93%,"9,011","1,963","3,671",0,0,0,0,0,0,0,0.0,0,0,0.0
330,Neon Hardcorps,2016/5/30,Action,526000,00:00 (00:00),43%,64,"1,959","5,886",0,0,0,0,0,0,0,0.0,0,0,0.0
331,Granado Espada,2017/10/15,Rpg,141000,00:00 (00:00),57%,709,"1,956","2,620",0,0,0,0,0,0,0,0.0,0,0,0.0
332,Tree of Savior (English Ver.),2016/3/28,Rpg,2567000,03:13 (01:04),63%,"18,276","1,945","53,554",0,0,0,0,0,0,0,0.0,0,0,0.0
334,Wasteland 3,2020/8/27,Rpg,194000,00:00 (00:00),80%,"4,731","1,932","24,555",0,0,0,0,0,0,0,0.0,0,0,0.0
335,Madden NFL 21,2020/8/27,Strategy,98000,07:23 (03:41),43%,"1,061","1,923","2,133",20220120,1320540,18364,650,5887,4680,305,15.31,7207,244444,11.10654732
336,Subnautica: Below Zero,2019/1/30,Adventure,683000,06:26 (07:59),93%,"22,390","1,919","17,473",4868400,64440,9012,30,250,1126,14,75.55,1103,46099,42.92271881
337,Knight Online,2016/1/25,Rpg,1944000,00:00 (00:00),47%,"9,091","1,904","24,594",6083520,97380,4664,52,296,1408,22,62.47,7554,222227,136.9235983
338,The Escapists 2,2017/8/21,Strategy,1273000,04:39 (01:33),88%,"11,422","1,899","11,202",0,0,0,0,0,0,0,0.0,0,0,0.0
339,Two Point Hospital,2018/8/29,Simulation,1094000,00:02 (00:01),91%,"14,955","1,895","34,009",398640,15120,1361,10,98,92,3,26.37,40,11218,44.51587302
340,theHunter Classic,2014/6/3,Action,2273000,00:00 (00:00),49%,"31,830","1,891","3,984",0,0,0,0,0,0,0,0.0,0,0,0.0
342,Resident Evil 2,2019/1/24,Action,3591000,01:26 (00:58),97%,"48,447","1,872","74,227",2230920,291480,1767,122,1214,516,67,7.65,1025,24369,5.016261836
343,YoloMouse,2020/5/1,Others,27000,00:00 (00:00),92%,127,"1,864","1,955",0,0,0,0,0,0,0,0.0,0,0,0.0
344,Skull Rush,2017/2/10,Others,247000,00:00 (00:00),63%,22,"1,863","13,740",0,0,0,0,0,0,0,0.0,0,0,0.0
345,Resident Evil 3,2020/4/2,Action,1343000,02:54 (01:55),73%,"21,489","1,861","60,293",0,0,0,0,0,0,0,0.0,0,0,0.0
346,Wreckfest,2018/6/14,Action,952000,07:41 (11:41),83%,"16,415","1,860","3,865",1477740,72780,2024,53,361,342,16,20.3,491,17456,14.39076669
348,Age of Empires III (2007),2009/9/15,Simulation,2543000,02:05 (00:41),90%,"23,188","1,842","9,490",0,0,0,0,0,0,0,0.0,0,0,0.0
349,Star Chronicles: Delta Quadrant,2015/7/7,Strategy,451000,00:00 (00:00),57%,119,"1,837","2,936",0,0,0,0,0,0,0,0.0,0,0,0.0
350,Far Cry New Dawn,2019/2/15,Action,1255000,00:00 (00:00),76%,"12,285","1,835","16,975",0,0,0,0,0,0,0,0.0,0,0,0.0
351,Need for Speed Most Wanted,2012/10/30,Adventure,213000,00:00 (00:00),75%,"1,772","1,834","1,964",0,0,0,0,0,0,0,0.0,0,0,0.0
352,AdVenture Capitalist,2015/3/30,Others,5166000,01:40 (01:33),88%,"44,328","1,827","22,998",0,0,0,0,0,0,0,0.0,0,0,0.0
353,Torsion,2016/9/14,Rpg,44000,00:00 (00:00),,,"1,826","4,248",0,0,0,0,0,0,0,0.0,0,0,0.0
354,Farming Simulator 17,2016/10/24,Simulation,823000,00:00 (00:00),92%,"15,867","1,826","32,313",0,0,0,0,0,0,0,0.0,0,0,0.0
355,GWENT: The Witcher Card Game,2020/5/19,Rpg,897000,01:49 (01:49),84%,"8,954","1,818","7,504",4042440,90360,1903,40,326,935,20,44.74,961,68824,45.6998672
356,Dishonored 2,2016/11/11,Action,1632000,00:04 (00:02),85%,"20,972","1,812","22,411",0,0,0,0,0,0,0,0.0,0,0,0.0
357,Dragon Age Inquisition,2014/11/18,Others,234000,00:00 (00:00),70%,"1,434","1,809","2,556",0,0,0,0,0,0,0,0.0,0,0,0.0
358,Endless Space 2 - Digital Deluxe Edition,2017/5/18,Others,1424000,00:00 (00:00),83%,"11,452","1,808","53,435",0,0,0,0,0,0,0,0.0,0,0,0.0
359,Detroit: Become Human,2020/6/18,Action,292000,05:58 (03:58),91%,"13,156","1,808","7,218",4217040,161340,6486,73,924,976,37,26.14,3988,73693,27.40535515
360,Spelunky 2,2020/9/29,Action,116000,06:16 (09:01),89%,"3,953","1,803","9,702",8064660,120420,10152,53,503,1866,27,66.97,732,71318,35.53462879999999
361,Super Animal Royale,2018/12/12,Action,176000,03:23 (02:15),96%,"5,476","1,796","2,487",607680,53100,3074,28,306,140,12,11.44,188,12015,13.57627119
362,Eco,2018/2/6,Simulation,256000,25:18 (08:26),79%,"4,115","1,792","6,964",0,0,0,0,0,0,0,0.0,0,0,0.0
363,Yakuza 0,2018/8/1,Rpg,659000,08:17 (07:31),92%,"20,697","1,784","8,985",2028060,200700,1574,83,657,469,46,10.1,500,24821,7.420328849
364,PC Building Simulator,2019/1/29,Simulation,1106000,01:57 (01:45),93%,"20,937","1,779","3,623",0,0,0,0,0,0,0,0.0,0,0,0.0
365,Hexaball,2017/3/20,Adventure,84000,00:00 (00:00),54%,46,"1,768","7,961",0,0,0,0,0,0,0,0.0,0,0,0.0
366,Prison Architect,2015/10/6,Strategy,4599000,07:54 (09:27),91%,"41,164","1,766","16,211",0,0,0,0,0,0,0,0.0,0,0,0.0
367,Ring of Elysium,2018/9/19,Action,9209000,01:03 (01:03),75%,"91,340","1,764","63,435",0,0,0,0,0,0,0,0.0,0,0,0.0
370,Stay Out,2019/11/27,Rpg,390000,00:00 (00:00),47%,"6,175","1,734","2,053",0,0,0,0,0,0,0,0.0,0,0,0.0
371,This War of Mine,2014/11/14,Simulation,2124000,00:00 (00:00),94%,"53,964","1,731","9,503",0,0,0,0,0,0,0,0.0,0,0,0.0
372,Stick Fight: The Game,2017/9/28,Action,3351000,01:47 (02:54),92%,"48,219","1,719","5,147",0,0,0,0,0,0,0,0.0,0,0,0.0
373,Cell to Singularity - Evolution Never Ends,2018/12/12,Simulation,546000,00:00 (00:00),87%,"6,357","1,719","2,237",0,0,0,0,0,0,0,0.0,0,0,0.0
374,X4: Foundations,2018/11/30,Action,371000,00:00 (00:00),72%,"7,682","1,708","15,198",0,0,0,0,0,0,0,0.0,0,0,0.0
377,Star Trek Online,2012/1/31,Rpg,2107000,25:35 (08:31),77%,"13,427","1,648","7,910",0,0,0,0,0,0,0,0.0,0,0,0.0
378,Source Filmmaker,2012/7/10,Others,1541000,01:14 (00:24),93%,"22,981","1,646","3,975",0,0,0,0,0,0,0,0.0,0,0,0.0
379,Crusaders of the Lost Idols,2015/10/13,Others,485000,00:00 (00:00),84%,"2,599","1,641","4,068",0,0,0,0,0,0,0,0.0,0,0,0.0
380,Batman: Arkham Knight,2015/6/23,Adventure,2437000,18:51 (29:20),84%,"34,605","1,638","27,406",0,0,0,0,0,0,0,0.0,0,0,0.0
381,Volstead,2015/6/26,Strategy,202000,00:00 (00:00),66%,12,"1,637","9,874",0,0,0,0,0,0,0,0.0,0,0,0.0
382,Half-Life 2,2004/11/16,Action,11893000,03:14 (02:37),97%,"78,577","1,632","12,953",454800,37200,890,23,179,105,8,12.23,169,7265,11.71774194
383,Crush Crush,2016/5/13,Others,941000,00:02 (00:00),90%,"14,573","1,629","2,582",0,0,0,0,0,0,0,0.0,0,0,0.0
384,Age of Empires: Definitive Edition,2019/8/19,Strategy,403000,00:04 (00:01),80%,"4,665","1,627","2,708",0,0,0,0,0,0,0,0.0,0,0,0.0
385,Battle Brothers,2017/3/24,Rpg,544000,40:29 (13:29),88%,"10,967","1,615","8,060",1497540,23160,1234,14,68,346,5,64.66,64,12261,31.764248699999996
386,Surviving Mars,2018/3/15,Strategy,915000,00:00 (00:00),83%,"9,185","1,611","23,521",0,0,0,0,0,0,0,0.0,0,0,0.0
388,Stormworks: Build and Rescue,2020/9/17,Simulation,367000,09:40 (09:25),93%,"11,128","1,591","5,746",0,0,0,0,0,0,0,0.0,0,0,0.0
